State,District,Block,Village,N,P,K,Ph,Zn,S,Soilcolor
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Amarpura,0.15206582,3.988768,352.2822,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Amjhira,0.1458051,4.576,389.6697,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Amoni,0.148901382,4.879512,405,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Amrabad Kalan,0.1312,4,307.1535,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Anwala,0.149359008,4.501976,375.7137,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Arhedi,0.148584938,4.685232,378.6411,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Arwaliya,0.1312,4,282,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Babadiya Khurd,0.143370917,4.48,374.25,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Badjhiri,0.149281114,4.210712,376.8822,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Bagarauda,0.149456376,4.48,375.6126,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Bagli,0.1312,7.92,405,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Bagoniya,0.139792667,4,290.4586,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Bakaniya,0.152835022,4,282,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Balampur,0.149816635,4.910808,383.2905,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Bankhedi,0.1312,4,405,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Bansiya,0.155541834,4,405,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Barkheda Nathu,0.150673467,4.384,405,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Barkhedi Abdulla,0.151058068,4.841888,383.9547,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Barkhedi Hajjam,0.147142198,4.212736,363.0441,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Barkhedi Khurd,0.1312,4,282,5.78,1.1,7.305,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Beenapur,0.1312,4,295.6653,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Bhairopur,0.142017511,3.5556,322.9959,5.78,1.1,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Bhanpur,0.153024888,5.004056,379.5513,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Bherupura,0.142017511,5.084336,350.3388,5.78,1.1,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Bhoj Nagar,0.1312,4,322.9959,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Bilkhiriya Khurd,0.146574302,4.610744,369.3915,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Chanched,0.1312,2,405,5.78,1.1,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Chanderi,0.15114083,4.579464,376.8453,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Chandpur,0.153803827,3.9286,308.3589,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Chandukhedi,0.140936734,4,306.6,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Chapar,0.155541834,4.639536,377.6694,5.78,1.1,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Chhawani,0.140328188,4.225,381.9375,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Chhawani Adampur,0.149193484,4.627256,386.2794,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Chor Sagoni,0.147426267,5.01772,387.4233,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Dangroli,0.1312,2,282,5.78,1.1,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Deepdi,0.145108924,4,299.5767,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Dehri,0.142436191,4.436984,381.3471,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Dehriya Kalan,0.149096116,4.942168,386.9067,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Deopur,0.149135063,4.08836,346.7349,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Deval Khedi,0.1312,4,322.9959,5.78,1.1,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Doalatpurr,0.149193484,4,303.3897,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Dob,0.140050691,4.167256,371.4579,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Dobra,0.1312,4,343.5,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Dobra Jagir,0.147426267,4.639536,322.9959,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Dupadiya,0.144013541,4.197968,372.6264,5.78,1.1,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Ganyari,0.154383163,4.735136,369.8589,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Garhmurra,0.155541834,5.96,405,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Ghat Khedi,0.147426267,5.306536,364.0041,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Gol,0.13480746,4,300.2163,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Gol Khedi,0.1312,4,282,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Gondarmau,0.1312,3.7142,282,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Gudari Ghat,0.1312,4,310.6959,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Guradiya,0.151247935,4.22128,390.5352,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Haripura,0.136608756,4.195336,405,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Hatai Khedi,0.152499105,4.975,366.5625,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Hinotiya Jagir,0.144013541,4.400544,385.5783,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Imliya,0.152499105,4.97,405,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Imliya Jargar,0.150673467,4,314.8041,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Int Khedichhap,0.1312,4,405,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Islamnagar,0.145108924,4.338032,383.0322,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Jamoniya Kalan,0.145673655,4.196544,361.7778,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Jatkhedi,0.179883668,7.92,405,5.78,1.1,7.305,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Jhagariya Khurd,0.1312,3.986864,384.4959,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Jhagariya Khurd,0.141783829,4.327128,383.6103,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Jhapadiya,0.179883668,4,322.9959,5.78,1.1,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Jhiriya Kheda,0.150673467,5.552,405,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Kachhi Barkheda,0.149232431,5.007568,391.3347,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Kala Pipal,0.145108924,4.548544,396.2178,5.78,1.1,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Kalan Khedi,0.146413646,4.353096,374.25,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Kalyanpur,0.1312,7.92,405,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Kalyanpur,0.140936734,4.384,331.2,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Kalyanpura,0.136462705,4.263912,335.1852,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Kanera,0.153667513,3.833296,405,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Karhod Khurd,0.146905351,4.745616,377.2266,5.78,1.1,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Khad Bamuliya,0.1312,4,343.5,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Khajuri,0.143716571,4.322032,380.4,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Khajuri Khurd,0.142017511,4.639536,391.3347,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Kham Kheda,0.132821166,4.084848,314.8041,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Khamla Khedi,0.140936734,3.984,405,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Khandabad,0.1312,4,322.9959,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Kharpa,0.146574302,4.29876,374.3219,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Kharpi,0.154261454,4.812528,379.1085,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Khejdadeo,0.1458051,4,294.3,5.78,2.06,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Khinchital,0.155541834,5.96,405,5.78,1.1,14.1955,black
MADHYA PRADESH,BHOPAL,PHANDA - 3778,Khokariya,0.150673467,4.584,380.4,5.78,2.06,14.1955,black
