# CSV-File created with merge-csv.com
# -----------------------------------------------------------

"State","District","Block","Village","Scheme","Cycle","N","P","K","OC","ph","EC","S","Fe","Zn","Cu","B","Mn"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Chouki Shahpur","","2025-26","34.39","56.34","58.54","54.15","7.08","100","10","48.78","43.9","97.56","97.56","97.56"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Dabri","","2025-26","45","60","60","65","7","100","0","83.33","16.67","83.33","100","83.33"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Dehandi","","2025-26","30","52.5","60","78.75","7","100","37.5","75","100","62.5","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Deoli","","2025-26","30","61.43","58.57","30","7","100","0","83.33","0","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Dewan Khedi","","2025-26","30","57.27","60","30","7","100","0","100","0","100","100","90.91"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Dhabla Husainpur","","2025-26","30","60","60","72.86","7","100","14.29","85.71","85.71","85.71","85.71","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Dholpur","","2025-26","30","60","60","30","7","100","2.5","90","2.5","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Dubadiya","","2025-26","31.58","60","60.79","43.42","7","100","5.26","78.95","31.58","94.74","92.11","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Dugdha","","2025-26","51.12","59.69","60.61","68.26","7","100","5.1","75.51","12.24","75.26","97.96","96.94"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Dunglay","","2025-26","60","60","60","75","7","100","0","100","0","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Fatehpur Chakrod","","2025-26","33","60","60","48","7","100","0","80","0","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Gerkhedi","","2025-26","31.43","61.43","60","42.14","7","95.24","26.19","76.19","23.81","100","97.62","97.62"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Giglakhedi","","2025-26","33.33","66.67","53.33","33.33","7","100","0","88.89","0","100","100","88.89"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Gunjary","","2025-26","30","60","60","30","7","100","0","100","12.5","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Gurda Khedi","","2025-26","30","60","60","90","7","100","33.33","66.67","100","33.33","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Hadlay Kalan","","2025-26","30.86","59.57","58.29","34.71","7","100","5.71","73.91","10","98.57","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Hannu Khedi","","2025-26","36","61.84","60","42.92","7.02","100","1.54","58.46","15.38","98.46","96.92","96.92"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Hirana","","2025-26","30","60","60","90","7","100","100","0","100","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Ilahi","","2025-26","35.22","58.7","60","53.48","7","100","30.43","86.96","34.78","100","95.65","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Jamner","","2025-26","46.26","58.99","59.87","75.5","7","99.58","21.85","86.92","20.68","94.51","98.74","99.16"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Jethada","","2025-26","46.07","58.93","60","71.79","7","100","10.71","71.43","25","92.86","96.43","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Jhadla","","2025-26","35","60","60","30","7","100","0","50","33.33","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Kadwala","","2025-26","34.39","60","59.27","56.34","7.04","100","19.51","68.29","46.34","90","97.56","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Kamalya","","2025-26","33.75","63.75","56.25","56.25","7","100","12.5","75","50","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Khadi","","2025-26","33.85","60.82","58.9","49.82","7","99.08","10.19","75.7","38.89","93.33","99.07","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Khalilpur","","2025-26","36","66","54","78","7","100","60","100","100","80","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Khanda Khedi","","2025-26","30","60","60","60","7","100","100","100","0","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Kharkhar","","2025-26","60","60","60","68.33","6.92","100","0","100","0","94.12","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Khatsur","","2025-26","37.5","60","60","30","7","100","0","0","100","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Kheda Bolda","","2025-26","54.78","60","60","73.05","7","100","0","73.91","4.35","78.26","91.3","95.65"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Khedi Nagar","","2025-26","30","56.84","60","47.37","7.08","100","5.26","36.84","100","94.74","84.21","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Kishoni","","2025-26","30","56.25","60","45","7","100","12.5","75","12.5","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Kohliya","","2025-26","33.12","60.17","59.65","40.23","7","100","5.2","73.84","0.58","99.42","100","99.42"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Lahar Kheda","","2025-26","31.3","57.39","60","50.87","7","100","0","91.3","34.78","91.3","91.3","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Lahauri (Gangala Khedi)","","2025-26","31.67","60","60","30","7","100","0","83.33","5.56","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Lalpura","","2025-26","30","60","60","45","7","100","0","50","0","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Lasudlia Haijam","","2025-26","30","60","60","59.17","7.33","100","5.56","58.33","100","100","94.44","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Lasudliya Gouri","","2025-26","31.76","60","60","37.94","7","100","14.71","76.47","21.21","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Magraniya","","2025-26","60","60","60","60","7","100","0","100","0","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Mahuwa Khedi","","2025-26","36.57","60.94","60","63.75","7","96.88","21.88","81.25","0","84.38","96.88","96.88"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Mandalkha","","2025-26","33.19","58.72","59.36","39.78","7","100","6.25","83.33","10.42","95.83","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Mangrola","","2025-26","40","60","60","60","7","100","0","0","100","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Mehar Khedi","","2025-26","31.84","60","60","31.85","7","100","1.54","85.94","4.69","95.31","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Mitera","","2025-26","30","60","60","30","7","100","0","91.67","0","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Mohammad Kheda","","2025-26","33.75","60","60","75","7","100","50","62.5","100","75","87.5","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Mohammadpur","","2025-26","31","65","55","34","7","98.33","3.33","80","0","95","98.33","96.67"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Mortakewadi","","2025-26","32.6","58.56","60","35.48","7","99.04","5.77","72.12","26.21","99.04","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Mugod","","2025-26","30.83","60","60","32.43","7","100","2.7","67.57","13.51","91.89","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Nanya Khedi","","2025-26","30","60","60","70","7","100","33.33","33.33","100","100","66.67","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Narola Hirapur","","2025-26","33.41","60.68","60","33.41","7","100","2.27","68.18","15.91","95.45","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Neemkhedi (Malkasha Khedi)","","2025-26","30","60","60","30","7","100","0","66.67","0","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Newaj Khedi","","2025-26","30","60","60","30","7","100","0","60","0","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Nipanya Hisamuddin","","2025-26","38.25","58.5","60","75.39","7","100","7.5","77.5","75","82.5","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Nishana","","2025-26","31.3","60","60","32.61","7","100","4.35","65.22","21.74","100","91.3","95.65"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Niwalya","","2025-26","30","60","60","30","7","100","0","94.29","0","97.14","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Pachawata","","2025-26","51","60","60","75","7","100","0","100","0","80","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Pagrawad Kalan","","2025-26","33.26","58.7","60","44.35","6.97","100","2.17","60.87","28.26","97.83","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Pagrawad Khurd","","2025-26","34.41","60","60","48.53","7","100","5.88","82.35","2.94","88.24","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Panwadiya","","2025-26","31.43","61.43","58.57","45.72","7","100","4.76","69.05","2.38","97.62","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Patlawada","","2025-26","30","60","60","80","7","100","33.33","66.67","66.67","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Penwchi","","2025-26","30","60","60","30","7","100","0","96.88","0","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Piplod","","2025-26","50","60","60","66.67","7","100","11.11","83.33","27.78","88.89","94.44","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Raipur","","2025-26","49.07","60.37","59.44","68.9","7","100","2.47","78.88","15.43","85.09","93.21","97.52"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Ranoganj","","2025-26","30","60","60","75","7","100","50","50","100","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Rasalpur","","2025-26","30","60","60","30","7","100","0","73.33","0","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Richhoda","","2025-26","30","62","58","58","7.4","100","33.33","40","100","100","93.33","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Rupahedi","","2025-26","30","60","60","34.29","7","100","7.14","100","0","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Rustampur","","2025-26","50","60","60","70","7","100","0","100","0","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Saliya","","2025-26","30","60","60","36","7","100","0","80","0","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Shujalpur","","2025-26","30","60","60","90","7","100","100","50","100","50","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Siloda","","2025-26","36.67","53.33","56.67","63.34","7","100","33.33","33.33","100","88.89","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Singarpur","","2025-26","30","60","60","30","7","100","0","100","0","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Tajpur Gauri","","2025-26","33.16","60","60","42.63","7","100","10.53","100","5.26","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Tajpur Ukala","","2025-26","30","58","60","62","7","100","13.33","46.67","100","93.33","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Tanda Khurd","","2025-26","30","60","60","45","7","100","25","75","37.5","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Tapka Basantpur","","2025-26","32.73","60","58.64","35.45","7","100","0","90.91","0","95.45","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Titwas","","2025-26","30.33","60","60.33","30","7","100","0","48.91","1.09","97.83","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Tungni","","2025-26","30.75","60.75","60","32.25","7","100","2.5","90","7.5","100","97.5","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Ugah","","2025-26","30","60","60","30","7","100","0","93.1","0","100","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Ugli","","2025-26","35","58","59","56","7","100","36.67","73.33","40","100","100","90"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Umarsingi","","2025-26","31.58","60","60","36.32","7","100","5.26","84.21","21.05","100","94.74","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Unchod","","2025-26","30","61.25","60","32.5","7","100","0","87.5","4.17","87.5","100","100"
"MADHYA PRADESH","SHAJAPUR","SHUJALPUR - 4006","Undai","","2025-26","30","52.5","60","45","7","100","0","25","100","100","75","100"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Adam Kheda","","2025-26","33.08","72.31","58.47","43.08","7","100","80.77","84.62","42.31","92.31","61.54","62.82"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Akalpur Binni","","2025-26","30","70.29","59.12","35","6.97","100","79.41","100","72.55","100","79.41","50"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Alanya","","2025-26","30","60","60","30","7","100","0","0","0","50","50","50"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Anandi Khedi","","2025-26","30","60","60","47.5","7","100","8.33","0","8.33","66.67","75","0"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Arandiya","","2025-26","30","63.34","58.33","45","7","100","100","100","33.33","100","72.22","94.44"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Aranya Khurd","","2025-26","30","72.86","56.67","38.57","7","100","95.24","100","39.68","100","85.71","85.71"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Badbeli","","2025-26","31.71","66","54","53.14","7","97.14","100","100","55.88","100","85.71","94.29"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Bakayan","","2025-26","30","75","60","30","7","91.67","100","100","33.33","100","75","58.33"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Bamuliya Maina","","2025-26","30","68.57","51.43","30","7","100","100","100","28.57","100","85.71","57.14"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Bamuliya Muchhali","","2025-26","30","74.4","63.6","33.6","7","100","84","96","36","92","64","16"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Bansla","","2025-26","30","60","60","30","7","100","100","100","100","100","0","0"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Bapcha","","2025-26","30","73.78","55.14","42.16","7","100","83.78","72.97","62.16","89.19","59.46","64.86"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Bawadi Kheda","","2025-26","30","77.14","64.29","42.86","7","100","85.71","100","57.14","100","100","14.29"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Bawadiya Maina","","2025-26","30","60","60","40","7","100","33.33","0","0","66.67","66.67","0"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Behrawal","","2025-26","30.4","70.66","52.51","39.47","7","100","82.89","94.74","80.26","98.68","84.21","39.47"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Bhanya Khedi","","2025-26","30","71.03","55.59","41.92","6.98","100","88.24","77.94","69.12","100","85.29","38.24"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Bhardi","","2025-26","30.31","72.68","53.2","37.73","7","95.88","95.88","98.97","64.95","97.94","78.35","74.23"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Bhesaya Nagan","","2025-26","30","73.2","57.61","36.8","7","100","88","100","41.33","100","69.33","64"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Bhuriya Khajuriya","","2025-26","30","57.19","57.19","35.63","7","100","21.88","25","34.38","78.13","50","9.38"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Bishan Kheda","","2025-26","32","78","60","38","7","100","80","100","46.67","100","86.67","13.33"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Bishan Khedi","","2025-26","30","76.72","59.02","31.48","7","98.36","90.16","100","68.85","98.36","70.49","54.1"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Bolda","","2025-26","30","76.22","57.57","33.24","7","100","75.68","100","51.35","100","83.78","45.95"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Char Khedi","","2025-26","30","66","58.5","31.5","7","95","80","100","75","100","65","80"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Chauki Rahimabad","","2025-26","30","90","60","30","7","100","0","100","0","100","100","0"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Chayani","","2025-26","30","75.81","57.16","34.86","7","98.65","89.19","100","62.16","100","70.27","60.81"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Chhapri","","2025-26","30","72","54","36","7","100","80","80","40","80","60","100"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Dadiya Khedi","","2025-26","30","58.64","58.64","35.45","7","100","4.55","27.27","45.45","86.36","59.09","4.55"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Dhabla Dheer","","2025-26","30.39","72.08","54.55","40","7","98.7","85.71","98.7","57.14","98.68","70.13","64.94"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Dhabla Dhonsi","","2025-26","33.04","76.52","57.83","44.35","7","100","76.81","98.55","60.87","100","72.46","97.1"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Dodi","","2025-26","30","64.61","50.77","43.84","7","100","92.31","84.62","84.62","92.31","100","46.15"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Dorabad","","2025-26","30","60","60","30","7","100","50","0","50","100","100","0"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Dubadi","","2025-26","30","53.33","60","38.33","7","100","5.56","0","5.56","72.22","27.78","5.56"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Farad","","2025-26","30","60","60","30","7","100","16.67","16.67","16.67","83.33","66.67","0"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Gadra Khedi","","2025-26","30","78.13","66.88","35.62","7","100","93.75","100","83.33","97.92","100","64.58"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Galbi","","2025-26","30","76.58","57.63","34.74","7","100","97.37","97.37","31.58","100","73.68","86.84"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Ganeshpur","","2025-26","30.6","68.4","55.8","35.4","7","98","74","74","50","82","66","64"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Ghat Khedi","","2025-26","30","63.75","56.25","33.75","7","100","87.5","100","50","100","87.5","50"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Ghatti Mukhtyarpur","","2025-26","30.62","73.12","57.5","37.49","7","100","87.5","100","25","100","87.5","41.67"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Gunpipli","","2025-26","30","67.5","50","40","7","100","91.67","91.67","66.67","91.67","75","50"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Hanumant Kheda","","2025-26","30","60","60","30","7","100","0","100","100","0","100","0"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Harraj Kheda","","2025-26","30","76.07","58.93","37.5","7","96.43","78.57","100","28.57","100","71.43","53.57"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Harru Khedi","","2025-26","30","60","40","30","7","100","100","100","66.67","100","66.67","66.67"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Imli Kheda","","2025-26","30","73.33","54.44","35.56","7","100","92.59","85.19","48.15","96.3","74.07","48.15"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Jabadi","","2025-26","30","60","60","90","7","100","100","100","100","100","100","0"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Jabadiya Bheel","","2025-26","30","60","60","30","7","100","0","0","50","50","0","0"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Jangi Khedi","","2025-26","30","60","60","30","7","100","0","0","0","0","50","0"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Jawadiya Dharwas","","2025-26","30","90","30","30","7","100","100","100","100","100","0","100"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Kadi Khedi","","2025-26","30","60","45","45","7","100","100","50","75","100","50","50"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Kalapipal Gram","","2025-26","30","64.69","54.38","35.71","7","100","100","100","76.56","96.88","85.94","51.56"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Kamalpur","","2025-26","30","73.2","57","32.7","7","98","95","98","74","89","94","57"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Kanadiya","","2025-26","30","66.53","58.7","46.96","7","100","47.83","100","91.3","100","60.87","95.65"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Kankad Kheda","","2025-26","30","60","60","32.5","7","100","25","0","41.67","41.67","75","0"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Kankariya Khokra","","2025-26","30","65","55","30","7","100","100","100","66.67","100","83.33","83.33"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Kannadpur Marethi","","2025-26","30","68.57","52.86","31.43","7","100","100","100","76.19","95.24","85.71","61.9"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Khajuri Alahdad","","2025-26","30","67.5","60","37.5","7","100","25","25","0","75","0","25"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Khamlay","","2025-26","30","69.47","56.84","31.19","7","98.68","63.16","68.42","44.74","84.21","81.58","35.53"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Khardon Kalan","","2025-26","30","68.42","57.44","33.29","7","100","59.76","56.1","50","76.83","64.63","56.1"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Khejadiya","","2025-26","30","80.62","58.12","30","7","100","87.5","93.75","43.75","100","62.5","68.75"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Khokara Kalan","","2025-26","30","90","30","30","7","100","100","100","50","100","100","50"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Kolwa","","2025-26","30","75","50.62","37.5","7","100","93.75","100","62.5","93.75","56.25","87.5"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Kothadi","","2025-26","30","90","60","30","7","100","100","100","0","100","100","0"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Kuthali","","2025-26","30","73.25","52.99","31.56","6.98","100","55.84","75.32","68.83","96.1","80.52","35.06"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Lalakhedi","","2025-26","30","60","60","38.57","7","100","0","0","0","28.57","42.86","0"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Lasudalya Malak","","2025-26","30","65","57.22","33.33","7","96.3","64.81","68.52","61.11","74.07","74.07","35.19"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Lasudalya Patla","","2025-26","30","66.97","51.28","35.58","7","98.84","82.56","88.37","67.44","95.29","77.91","52.33"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Mandla Khedi","","2025-26","30","57.27","60.91","41.82","7","100","39.39","39.39","36.36","66.67","57.58","18.18"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Mansaya","","2025-26","30","69.85","58.21","33.58","6.98","95.52","92.54","98.51","46.27","98.51","79.1","71.64"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Mohammadpur (Machhnai)","","2025-26","30","64.69","57.19","33.87","7","100","78.13","80.65","40.63","90.63","64.52","65.63"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Mundla Maina","","2025-26","30","71.25","56.25","37.5","7","100","93.75","100","43.75","100","68.75","87.5"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Nandni","","2025-26","30","60","58.8","32.4","7","100","16","0","16","56","36","8"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Nipanya Khanjar","","2025-26","30.67","75.33","52.67","32.66","7","95.56","88.89","100","48.89","97.78","84.44","48.89"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Nipanya Khurd","","2025-26","30","80","58","32","7","100","100","100","20","100","80","40"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Panch Dehariya","","2025-26","30.32","73.9","58.1","37.27","7","98.95","92.63","100","41.05","100","71.58","93.68"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Pankhedi (CT)","","2025-26","32.9","59.02","53.23","54.19","7","100","100","96.67","70","100","93.55","51.61"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Parda Khedi","","2025-26","30","72","54","37","7","100","86.67","100","90","100","80","72.41"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Pasisar","","2025-26","30","74.02","55.52","37.85","7","97.17","85.05","98.13","76.64","99.07","82.24","66.36"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Pipliya Nagar","","2025-26","30","58.64","60","31.36","7","100","13.64","9.09","18.18","50","45.45","0"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Pochaner","","2025-26","30","77.4","58.8","31.2","7","100","68","94","40","98","52","38"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Raghokhedi","","2025-26","30.56","63.33","52.78","35.66","6.97","94.44","81.48","74.07","59.26","94.44","79.63","42.59"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Ramdi","","2025-26","30","65.3","55.59","39.7","7","100","76.47","100","44.12","100","85.29","61.76"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Rampura","","2025-26","30","78.75","52.5","33.75","7","100","100","100","37.5","100","87.5","100"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Ranayal","","2025-26","30","63.92","55.43","33.26","7","100","60.87","63.04","39.13","82.61","63.04","32.61"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Rola Khedi","","2025-26","30.48","72.38","60","38.58","7","100","87.3","95.24","82.54","100","84.13","68.25"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Ronsi","","2025-26","30","68.08","56.54","34.61","7","100","100","100","65.38","88.46","92.31","26.92"
"MADHYA PRADESH","SHAJAPUR","KALAPIPAL - 4002","Rosala","","2025-26","30","79.66","59.48","39.83","7","100","89.66","98.28","86.21","100","60.34","6.9"
